Country,ActorName,ActorType,AffiliationTo,AffiliationStartDate,AffiliationEndDate,Aliases
Afghanistan,Abdol Hadi Arghandiwal,Individual,Finance / Economy / Commerce / Trade Ministry (Afghanistan),BOT,EOT,Abdol Hadi Arghandiwal ; Abdul Hadi Arghandiwal
Afghanistan,Abdol Hadi Arghandiwal,Individual,Government (Afghanistan),BOT,EOT,Abdol Hadi Arghandiwal ; Abdul Hadi Arghandiwal
Afghanistan,Abdul Bagi Baryal,Individual,House of the People,12/7/2005,EOT,Abdul Bagi Baryal ; Abdul Baryal
Afghanistan,Abdul Bagi Baryal,Individual,Pashtun,BOT,EOT,Abdul Bagi Baryal ; Abdul Baryal
Afghanistan,Abdul Basir Salangi,Individual,Jamiat-e Islami,BOT,EOT,Abdul Basir Salangi ; General Basir Salangi ; Abdul Salangi ; Basir Salangi
Afghanistan,Abdul Basir Salangi,Individual,Parwan Province,1/1/2007,12/31/2008,Abdul Basir Salangi ; General Basir Salangi ; Abdul Salangi ; Basir Salangi
Afghanistan,Abdul Basir Salangi,Individual,Parwan Province,1/1/2009,EOT,Abdul Basir Salangi ; General Basir Salangi ; Abdul Salangi ; Basir Salangi
Afghanistan,Abdul Basir Salangi,Individual,Provincial Divisions (Afghanistan),1/1/2003,12/31/2005,Abdul Basir Salangi ; General Basir Salangi ; Abdul Salangi ; Basir Salangi
Afghanistan,Abdul Ghafor Zori,Individual,(National) Minor Party (Afghanistan),1/1/2004,EOT,Abdul Ghafor Zori ; Abdul Zori
Afghanistan,Abdul Ghafor Zori,Individual,Human Rights NGOs (Afghanistan),1/1/1996,10/6/2001,Abdul Ghafor Zori ; Abdul Zori
Afghanistan,Abdul Ghafor Zori,Individual,Nimroz Province,10/7/2001,12/12/2003,Abdul Ghafor Zori ; Abdul Zori
Afghanistan,Abdul Ghani Baradar,Individual,Quetta Shura,BOT,EOT,Mullah Brother ; Baradar Akhund ; Abdul Baradar ; Mullah Baradar ; Abdul Ghani Baradar
Afghanistan,Abdul Hakim Mujahid,Individual,Taliban,BOT,EOT,Abdul Mujahid ; Abdul Hakim Mujahid
Afghanistan,Abdul Haq Shafaq,Individual,Faryab Province,11/30/2007,EOT,Abdul Shafaq ; Abdul Haq Shafaq
Afghanistan,Abdul Haq Shafaq,Individual,Samangan Province,6/1/2006,11/29/2007,Abdul Shafaq ; Abdul Haq Shafaq
Afghanistan,Abdul Haq Shafaq,Individual,Sar-e Pol Province,1/1/2004,5/31/2006,Abdul Shafaq ; Abdul Haq Shafaq
Afghanistan,Abdul Jabbar Taqwa,Individual,Takhar Province,3/16/2010,EOT,Abdul Taqwa ; Abdul Jabbar Taqwa
Afghanistan,Abdul Latif Hakimi,Individual,Taliban,BOT,EOT,Hakim Latifi ; Latif Hakimi ; Abdul Latif Hakimi ; Hakimi ; Abdul Hakimi
Afghanistan,Abdul Latif Ibrahimi,Individual,Faryab Province,1/1/2004,12/31/2005,Abdul Latif Ibrahimi ; Abdul Ibrahimi
Afghanistan,Abdul Latif Ibrahimi,Individual,Kunduz Province,1/1/2002,12/31/2003,Abdul Latif Ibrahimi ; Abdul Ibrahimi
Afghanistan,Abdul Latif Ibrahimi,Individual,Takhar Province,10/13/2009,3/18/2010,Abdul Latif Ibrahimi ; Abdul Ibrahimi
Afghanistan,Abdul Latif Pedram,Individual,House of the People,9/18/2010,EOT,Abdul Latif Pedram ; Abdul Pedram
Afghanistan,Abdul Latif Pedram,Individual,National Congress Party of Afghanistan,BOT,EOT,Abdul Latif Pedram ; Abdul Pedram
Afghanistan,Abdul Qadir,Individual,Elite (Afghanistan),BOT,EOT,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qadir,Individual,Executive Office (Afghanistan),12/1/2001,7/6/2002,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qadir,Individual,Government (Afghanistan),4/27/1978,4/30/1978,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qadir,Individual,Nangarhar Province,12/1/2001,7/6/2002,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qadir,Individual,Northern Alliance,BOT,11/30/2001,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qadir,Individual,Pashtun,BOT,EOT,Haji Abdolqadir ; Abdul Qadir Arsala ; Hajji Abdul Qadir Arsala ; Hajji Abdul Qadir ; Haji Abdol Qadir ; Abdul Qadir ; Abdol Qadir ; Haji Abdul Qadir
Afghanistan,Abdul Qayyum Sajjadi,Individual,Hazara (Ethnic Group),BOT,EOT,Abdul Sajjadi ; Abdul Qayyum Sajjadi
Afghanistan,Abdul Qayyum Sajjadi,Individual,House of the People,12/7/2005,EOT,Abdul Sajjadi ; Abdul Qayyum Sajjadi
Afghanistan,Abdul Rab Rasul Sayyaf,Individual,(National) Major Party (Islamic Dawah Organization of Afghanistan),1/1/2005,EOT,Abdul Sayyaf ; Abdul Rasul Sayyaf ; Abdul Rab Rasul Sayyaf
Afghanistan,Abdul Rab Rasul Sayyaf,Individual,Grand Assembly,1/1/2003,12/31/2003,Abdul Sayyaf ; Abdul Rasul Sayyaf ; Abdul Rab Rasul Sayyaf
Afghanistan,Abdul Rab Rasul Sayyaf,Individual,House of the People,1/1/2005,EOT,Abdul Sayyaf ; Abdul Rasul Sayyaf ; Abdul Rab Rasul Sayyaf
Afghanistan,Abdul Rab Rasul Sayyaf,Individual,Northern Alliance,BOT,12/31/2002,Abdul Sayyaf ; Abdul Rasul Sayyaf ; Abdul Rab Rasul Sayyaf
Afghanistan,Abdul Rahim Ghafoorzai,Individual,Elite (Afghanistan),BOT,EOT,Abdul Rahim Ghafoorzai
Afghanistan,Abdul Rahim Ghafoorzai,Individual,Northern Alliance,8/11/1997,8/21/1997,Abdul Rahim Ghafoorzai
Afghanistan,Abdul Rahim Hatef,Individual,Elite (Afghanistan),BOT,EOT,Abdul Rahim Hatef ; Abdul Rahim Hatif
Afghanistan,Abdul Rahim Hatef,Individual,Executive Office (Afghanistan),4/16/1992,4/28/1992,Abdul Rahim Hatef ; Abdul Rahim Hatif
Afghanistan,Abdul Rahim Wardak,Individual,Cabinet (Afghanistan),12/23/2004,8/4/2012,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahim Wardak,Individual,Elite (Afghanistan),1/1/2003,EOT,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahim Wardak,Individual,Government (Afghanistan),1/1/2003,12/22/2004,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahim Wardak,Individual,Ministry of Defense,12/23/2004,8/4/2012,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahim Wardak,Individual,Northern Alliance,BOT,12/31/2002,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahim Wardak,Individual,Pashtun,BOT,EOT,General Wardak ; Abdul Rahim Wardak
Afghanistan,Abdul Rahman Sarjang,Individual,Provincial Divisions (Afghanistan),BOT,EOT,Abdul Sarjang ; Abdul Rahman Sarjang
Afghanistan,Abdul Rashid Dostum,Individual,Afghan National Army,12/1/2002,5/31/2008,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Rashid Dostum,Individual,Afghan National Army,6/1/2009,EOT,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Rashid Dostum,Individual,Ministry of Defense,7/1/2002,12/1/2004,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Rashid Dostum,Individual,National Islamic Movement of Afghanistan,BOT,EOT,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Rashid Dostum,Individual,Northern Alliance,10/1/1996,11/30/2002,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Rashid Dostum,Individual,Uzbek,BOT,EOT,Abdorrashid Dostum ; Abdul Dostum ; Abdul Rashid Dostum ; Abdul Rashin Dostum
Afghanistan,Abdul Razaq,Individual,Interior / Home Ministry (Afghanistan),BOT,10/6/2001,Abdul Razaq ; Mullah Abdur Razzaq
Afghanistan,Abdul Razaq,Individual,Pashtun,BOT,EOT,Abdul Razaq ; Mullah Abdur Razzaq
Afghanistan,Abdul Razaq,Individual,Taliban,BOT,EOT,Abdul Razaq ; Mullah Abdur Razzaq
Afghanistan,Abdul Saboor Allahyar,Individual,Provincial Divisions (Afghanistan),6/1/2005,EOT,Abdul Allahyar ; Abdul Saboor Allahyar
Afghanistan,Abdul Sabur Farid Kuhestani,Individual,Elite (Afghanistan),8/15/1992,12/31/2004,Abdul Sabur Farid Kuhestani ; Abdul Sabur Farid Kohistani ; Abdul Sabur Farid
Afghanistan,Abdul Sabur Farid Kuhestani,Individual,Executive Office (Afghanistan),7/6/1992,8/15/1992,Abdul Sabur Farid Kuhestani ; Abdul Sabur Farid Kohistani ; Abdul Sabur Farid
Afghanistan,Abdul Sabur Farid Kuhestani,Individual,House of Elders,1/1/2005,5/3/2007,Abdul Sabur Farid Kuhestani ; Abdul Sabur Farid Kohistani ; Abdul Sabur Farid
Afghanistan,Abdul Salam Zaeef,Individual,Education (Afghanistan),6/1/2005,EOT,Abdul Salam Zaeef ; Abdul Zaeef
Afghanistan,Abdul Salam Zaeef,Individual,Elite (Afghanistan),1/1/1968,8/31/1996,Abdul Salam Zaeef ; Abdul Zaeef
Afghanistan,Abdul Salam Zaeef,Individual,Elite (Afghanistan),6/1/2005,EOT,Abdul Salam Zaeef ; Abdul Zaeef
Afghanistan,Abdul Salam Zaeef,Individual,Foreign Ministry (Afghanistan),6/2/2000,10/6/2001,Abdul Salam Zaeef ; Abdul Zaeef
Afghanistan,Abdul Salam Zaeef,Individual,Taliban,9/1/1996,5/31/2005,Abdul Salam Zaeef ; Abdul Zaeef
Afghanistan,Abdul Satar Sirat,Individual,Elite (Afghanistan),7/17/1973,EOT,Abdul Sirat ; Abdosattar Sirat ; Abdul Satar Sirat
Afghanistan,Abdul Satar Sirat,Individual,Medical / Health (Afghanistan),BOT,EOT,Abdul Sirat ; Abdosattar Sirat ; Abdul Satar Sirat
Afghanistan,Abdul Satar Sirat,Individual,Tajik,BOT,EOT,Abdul Sirat ; Abdosattar Sirat ; Abdul Satar Sirat
Afghanistan,Abdul Sattar Murad,Individual,Kapisa Province,1/1/2004,7/31/2007,Abdul Murad ; Abdul Sattar Murad
Afghanistan,Abdul Sattar Murad,Individual,Ministry of Foreign Affairs,1/1/2002,12/31/2003,Abdul Murad ; Abdul Sattar Murad
Afghanistan,Abdul Zahir,Individual,Elite (Afghanistan),1/1/2028,6/9/1971,Abdul Zahir
Afghanistan,Abdul Zahir,Individual,Elite (Afghanistan),12/12/1972,1/1/1982,Abdul Zahir
Afghanistan,Abdul Zahir,Individual,Executive Office (Afghanistan),6/9/1971,12/12/1972,Abdul Zahir
Afghanistan,Abdullah Abdullah,Individual,(National) Major Party (Afghanistan),10/2/2001,12/31/2009,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Cabinet (Afghanistan),10/2/2001,4/20/2005,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Coalition for Change and Hope,1/1/2010,EOT,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Executive Office (Afghanistan),9/29/2014,EOT,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Ministry of Foreign Affairs,10/2/2001,4/20/2005,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Muslim,BOT,EOT,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Northern Alliance,BOT,10/1/2001,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Pashtun,BOT,EOT,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Abdullah Abdullah,Individual,Tajik,BOT,EOT,Dr Abdullah ; Dr. Abdullah ; Dr Abdullah Abdullah ; Dr. Abdullah Abdullah ; Abdullah Abdullah ; Abdollah Abdollah
Afghanistan,Afghan Independent Human Rights Commission,Group,Human Rights NGOs (Afghanistan),12/5/2001,EOT,AIHRC ; Afghan Independent Human Rights Commission
Afghanistan,Afghan Islamic Press,Group,Print News (Afghanistan),1/1/1982,EOT,Afghan Islamic Press
Afghanistan,Afghan National Army,Group,Military (Afghanistan),BOT,EOT,Afghan National Army ; ANA
Afghanistan,Afghan Social Democratic Party,Group,(National) Minor Party (Afghanistan),BOT,EOT,Afghan Mellat ; Afghan Social Democratic Party
Afghanistan,Afghan Social Democratic Party,Group,Nationalist,BOT,EOT,Afghan Mellat ; Afghan Social Democratic Party
Afghanistan,Afghan Social Democratic Party,Group,Pashtun,BOT,EOT,Afghan Mellat ; Afghan Social Democratic Party
Afghanistan,Afghan Tolo TV,Group,Television Entertainment (Afghanistan),10/1/2004,EOT,Afghan Tolo Tv ; Tolu Tv ; Tolo Tv
Afghanistan,Afghan Transitional Administration,Group,Government (Afghanistan),6/1/2002,1/1/2004,Afghan Transitional Administration
Afghanistan,Afghanistan Interim Authority,Group,Government (Afghanistan),BOT,EOT,Afghanistan Interim Authority
Afghanistan,Afghanistan Investment Support Agency,Group,Finance / Economy / Commerce / Trade Ministry (Afghanistan),BOT,EOT,Afghanistan Investment Support Agency
Afghanistan,Afghanistan Jirga Commision,Group,Foreign Ministry (Afghanistan),2/1/2007,EOT,Afghanistan Jirga Commision
Afghanistan,Afghanistan Jirga Commision,Group,Pak-Afghan Jirga Commission,2/9/2007,EOT,Afghanistan Jirga Commision
Afghanistan,Afghanistan Liberation Organization,Group,Communist,BOT,EOT,Afghanistan Liberation Organization
Afghanistan,Afghanistan Liberation Organization,Group,Insurgents (Afghanistan),BOT,EOT,Afghanistan Liberation Organization
Afghanistan,Afghanistan Peace Movement,Group,Communist,BOT,EOT,De Afghanistan De Solay Ghorzang Gond ; Afghanistan Peace Movement
Afghanistan,Afghanistan Peace Movement,Group,Opposition Minor Party (Out Of Government) (Afghanistan),1/1/2004,EOT,De Afghanistan De Solay Ghorzang Gond ; Afghanistan Peace Movement
Afghanistan,Agency Co-ordinating Body for Afghan Relief,Group,Development NGOs (Afghanistan),8/1/1988,EOT,ACBAR ; Agency Co-Ordinating Body For Afghan Relief ; Agency Coordinating Body For Afghan Relief
Afghanistan,Ahmad Jan Akhundzada,Individual,Quetta Shura,10/7/2001,EOT,Ahmad Akhundzada ; Maulavi Ahmad Jan ; Mowlawi Ahmad Jan Akhundzada ; Ahmad Jan Akhundzada
Afghanistan,Ahmad Jan Akhundzada,Individual,Taliban,BOT,10/6/2001,Ahmad Akhundzada ; Maulavi Ahmad Jan ; Mowlawi Ahmad Jan Akhundzada ; Ahmad Jan Akhundzada
Afghanistan,Ahmad Jan Akhundzada,Individual,Zabul Province,BOT,10/6/2001,Ahmad Akhundzada ; Maulavi Ahmad Jan ; Mowlawi Ahmad Jan Akhundzada ; Ahmad Jan Akhundzada
Afghanistan,Ahmad Moshahed,Individual,Foreign Ministry (Afghanistan),BOT,8/31/2004,Ahmad Moshahed
Afghanistan,Ahmad Moshahed,Individual,Ministry of Education,9/1/2004,12/31/2004,Ahmad Moshahed
Afghanistan,Ahmad Sayedi,Individual,Foreign Ministry (Afghanistan),BOT,EOT,Ahmad Saidi ; Ahmad Sa'Idi ; Ahmad Saeedi ; Ahmad Sayedi ; Ahmad Sayidi
Afghanistan,Ahmad Shah Ahmadzai,Individual,Elite (Afghanistan),BOT,EOT,Ahmad Shah Ahmadzai
Afghanistan,Ahmad Shah Ahmadzai,Individual,Exiles (Afghanistan),6/27/1996,10/6/2001,Ahmad Shah Ahmadzai
Afghanistan,Ahmad Shah Ahmadzai,Individual,Government (Afghanistan),1/1/1995,6/26/1996,Ahmad Shah Ahmadzai
Afghanistan,Ahmad Shah Khan Asakzai,Individual,House of the People,12/7/2005,EOT,Ahmad Asakzai ; Ahmad Shah Khan Asakzai
Afghanistan,Ahmad Shah Khan Asakzai,Individual,Pashtun,BOT,EOT,Ahmad Asakzai ; Ahmad Shah Khan Asakzai
Afghanistan,Ahmad Shah Masood,Individual,Elite (Afghanistan),9/2/1953,9/9/2001,Ahmad Shah Masud ; Ahmad Shah Masood ; Ahmad Shah Massoud ; Lion Of Panjshir ; Ahmad S. Masud ; Ahmad S. Masood ; Ahmad S. Massoud
Afghanistan,Ahmad Shah Masood,Individual,Jamiat-e Islami,BOT,9/9/2001,Ahmad Shah Masud ; Ahmad Shah Masood ; Ahmad Shah Massoud ; Lion Of Panjshir ; Ahmad S. Masud ; Ahmad S. Masood ; Ahmad S. Massoud
Afghanistan,Ahmad Shah Masood,Individual,Ministry of Defense,4/1/1992,9/9/2001,Ahmad Shah Masud ; Ahmad Shah Masood ; Ahmad Shah Massoud ; Lion Of Panjshir ; Ahmad S. Masud ; Ahmad S. Masood ; Ahmad S. Massoud
Afghanistan,Ahmad Shah Masood,Individual,Northern Alliance,1/1/1996,9/9/2001,Ahmad Shah Masud ; Ahmad Shah Masood ; Ahmad Shah Massoud ; Lion Of Panjshir ; Ahmad S. Masud ; Ahmad S. Masood ; Ahmad S. Massoud
Afghanistan,Ahmad Wali Karzai,Individual,Elite (Afghanistan),BOT,EOT,Ahmed Karzai ; Ahmed Wali Karzai
Afghanistan,Ahmad Wali Karzai,Individual,Kandahar Provincial Council,1/1/2005,EOT,Ahmed Karzai ; Ahmed Wali Karzai
Afghanistan,Ahmad Yussef Nuristani,Individual,Cabinet (Afghanistan),1/1/2004,12/31/2004,Ahmad Yussef Nuristani ; Ahmad Nuristani
Afghanistan,Ahmad Yussef Nuristani,Individual,Education (Afghanistan),8/25/2010,EOT,Ahmad Yussef Nuristani ; Ahmad Nuristani
Afghanistan,Ahmad Yussef Nuristani,Individual,Herat Province,1/18/2009,8/24/2010,Ahmad Yussef Nuristani ; Ahmad Nuristani
Afghanistan,Ahmad Yussef Nuristani,Individual,Ministry of Defense,1/1/2005,1/17/2009,Ahmad Yussef Nuristani ; Ahmad Nuristani
Afghanistan,Ahmad Yussef Nuristani,Individual,"Ministry of Irrigation, Water Resources, and Environment",1/1/2004,12/31/2004,Ahmad Yussef Nuristani ; Ahmad Nuristani
Afghanistan,Ahmad Zia Abdulzai,Individual,Media (Afghanistan),BOT,EOT,Ahmad Zia Abdalzai ; Ahmad Zia Abdolzai ; Ahmad Zia Abdulzai ; Ahmadzia Abdulzai
Afghanistan,Ahmad Zia Abdulzai,Individual,Provincial (Afghanistan),BOT,EOT,Ahmad Zia Abdalzai ; Ahmad Zia Abdolzai ; Ahmad Zia Abdulzai ; Ahmadzia Abdulzai
Afghanistan,Ahmad Zia Massoud,Individual,Elite (Afghanistan),11/1/2009,EOT,Ahmad Zia Massoud ; Ahmad Z. Massoud ; Ahmad Zia Masud
Afghanistan,Ahmad Zia Massoud,Individual,Executive Office (Afghanistan),1/1/2005,10/31/2009,Ahmad Zia Massoud ; Ahmad Z. Massoud ; Ahmad Zia Masud
Afghanistan,Ahmad Zia Massoud,Individual,Jamiat-e Islami,BOT,EOT,Ahmad Zia Massoud ; Ahmad Z. Massoud ; Ahmad Zia Masud
Afghanistan,Ahmad Zia Massoud,Individual,Ministry of Foreign Affairs,12/1/2001,7/26/2004,Ahmad Zia Massoud ; Ahmad Z. Massoud ; Ahmad Zia Masud
Afghanistan,Ahmad Zia Massoud,Individual,Sunni,BOT,EOT,Ahmad Zia Massoud ; Ahmad Z. Massoud ; Ahmad Zia Masud
Afghanistan,Ahmad Zia Rafat,Individual,Development NGOs (Afghanistan),1/2/2005,EOT,Ahmad Rafat ; Ahmad Zia Rafat
Afghanistan,Ahmad Zia Rafat,Individual,Education (Afghanistan),1/2/2005,EOT,Ahmad Rafat ; Ahmad Zia Rafat
Afghanistan,Ahmad Zia Rafat,Individual,Elite (Afghanistan),1/1/1966,11/30/2001,Ahmad Rafat ; Ahmad Zia Rafat
Afghanistan,Ahmad Zia Rafat,Individual,Ministry of Higher Education,12/1/2001,1/1/2005,Ahmad Rafat ; Ahmad Zia Rafat
Afghanistan,Akhtar Mohammad Osmani,Individual,Taliban,BOT,EOT,Akhtar Mohammad Usmani ; Akhtar Mohammad Osmani ; Akhtar Osmani
Afghanistan,Ali Ahmad Jalili,Individual,Cabinet (Afghanistan),1/28/2003,9/27/2005,Ali Jalili ; Ali Ahmad Jalili ; Ali Jalali ; Ali Ahmad Jalali
Afghanistan,Ali Ahmad Jalili,Individual,Elite (United States),1/1/2006,EOT,Ali Jalili ; Ali Ahmad Jalili ; Ali Jalali ; Ali Ahmad Jalali
Afghanistan,Ali Ahmad Jalili,Individual,Ministry of the Interior,1/28/2003,9/27/2005,Ali Jalili ; Ali Ahmad Jalili ; Ali Jalali ; Ali Ahmad Jalali
Afghanistan,Ali Ahmad Jalili,Individual,National Defense University,1/1/2006,EOT,Ali Jalili ; Ali Ahmad Jalili ; Ali Jalali ; Ali Ahmad Jalali
Afghanistan,Ali Ahmad Jalili,Individual,Pashtun,BOT,EOT,Ali Jalili ; Ali Ahmad Jalili ; Ali Jalali ; Ali Ahmad Jalali
Afghanistan,Ali Akbar Qasimi,Individual,Hazara (Ethnic Group),BOT,EOT,Ali Akbar Qasimi ; Ali Qasimi
Afghanistan,Ali Akbar Qasimi,Individual,Hezbe Wahdat,BOT,EOT,Ali Akbar Qasimi ; Ali Qasimi
Afghanistan,Ali Akbar Qasimi,Individual,House of the People,12/7/2005,EOT,Ali Akbar Qasimi ; Ali Qasimi
Afghanistan,Amanullah Khan Zadran,Individual,Cabinet (Afghanistan),12/1/2001,6/1/2002,Amanullah Zadran ; Amanullah Khan Zadran
Afghanistan,Amanullah Khan Zadran,Individual,"Ministry of Frontiers, Nations, and Tribal Affairs",12/1/2001,6/1/2002,Amanullah Zadran ; Amanullah Khan Zadran
Afghanistan,Amanullah Khan Zadran,Individual,Taliban,BOT,11/30/2001,Amanullah Zadran ; Amanullah Khan Zadran
Afghanistan,Ameer Lali,Individual,House of the People,12/7/2005,EOT,Ameer Lali
Afghanistan,Ameer Lali,Individual,Pashtun,BOT,EOT,Ameer Lali
Afghanistan,Amin Fatemi,Individual,Cabinet (Afghanistan),1/1/2004,EOT,Amin Fatemi ; Amin Fatimi
Afghanistan,Amin Fatemi,Individual,Elite (Afghanistan),1/1/1952,EOT,Amin Fatemi ; Amin Fatimi
Afghanistan,Amin Fatemi,Individual,Ministry of Public Health,1/1/2004,EOT,Amin Fatemi ; Amin Fatimi
Afghanistan,Amin Fatemi,Individual,World Health Organization,BOT,12/31/2003,Amin Fatemi ; Amin Fatimi
Afghanistan,Amir Khan Motaqi,Individual,Ministry of Information and Culture,1/1/1997,10/1/1999,Amir Motaqi ; Amir Khan Motaqi
Afghanistan,Amir Khan Motaqi,Individual,Taliban,BOT,EOT,Amir Motaqi ; Amir Khan Motaqi
Afghanistan,Amir Khan Sabri,Individual,Hizb-e Islami,BOT,EOT,Amir Khan Sabri ; Amir Sabri
Afghanistan,Amir Khan Sabri,Individual,House of the People,12/7/2005,EOT,Amir Khan Sabri ; Amir Sabri
Afghanistan,Amir Khan Sabri,Individual,Legislature Communications Committee,12/7/2005,EOT,Amir Khan Sabri ; Amir Sabri
Afghanistan,Amir Khan Sabri,Individual,Pashtun,BOT,EOT,Amir Khan Sabri ; Amir Sabri
Afghanistan,Amir Shah Hasanyar,Individual,Cabinet (Afghanistan),1/1/2004,12/31/2006,Amir Hasanyar ; Amir Shah Hasanyar
Afghanistan,Amir Shah Hasanyar,Individual,Elite (Afghanistan),BOT,EOT,Amir Hasanyar ; Amir Shah Hasanyar
Afghanistan,Amir Shah Hasanyar,Individual,Ministry of Higher Education,1/1/2004,12/31/2006,Amir Hasanyar ; Amir Shah Hasanyar
Afghanistan,Amrullah Saleh,Individual,Human Rights NGOs (Afghanistan),6/7/2010,EOT,Amrullah Saleh
Afghanistan,Amrullah Saleh,Individual,National Directorate of Security,10/7/2001,2/1/2004,Amrullah Saleh
Afghanistan,Amrullah Saleh,Individual,National Directorate of Security,2/2/2004,6/6/2010,Amrullah Saleh
Afghanistan,Amrullah Saleh,Individual,Northern Alliance,1/1/1997,10/6/2001,Amrullah Saleh
Afghanistan,Anis Daily,Group,State Media (Afghanistan),BOT,EOT,Anis Daily
Afghanistan,Anwar ul-Haq Ahady,Individual,Afghan Social Democratic Party,BOT,EOT,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Anwar ul-Haq Ahady,Individual,Cabinet (Afghanistan),12/31/2004,EOT,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Anwar ul-Haq Ahady,Individual,Elite (Afghanistan),8/12/1951,EOT,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Anwar ul-Haq Ahady,Individual,Ministry of Finance,12/31/2004,2/5/2009,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Anwar ul-Haq Ahady,Individual,Ministry of Transportation and Commerce,2/6/2009,EOT,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Anwar ul-Haq Ahady,Individual,The Afghanistan Bank,12/31/2001,12/30/2004,Anwar Ul-Haq Ahady ; Anwarul Haq Ahadi ; Anwar Ahady
Afghanistan,Ariana TV,Group,Television Entertainment (Afghanistan),BOT,EOT,Ariana Tv
Afghanistan,Arsala Jamal,Individual,Development NGOs (Afghanistan),BOT,7/31/2006,Arsala Jamal
Afghanistan,Arsala Jamal,Individual,Khost Province,8/1/2006,EOT,Arsala Jamal
Afghanistan,Arsala Rahmani,Individual,Elite (Afghanistan),BOT,5/13/2012,Arsala Rahmani ; Arsala Rahmani Daulat ; Arsalan Rahmani Daulat
